image_id,product_id,brand,product_name,bpom_id,image_url,image_path,source_url,source_domain,marketplace,listing_url,listing_title,seller_name,review_url,review_rating,review_text,review_date,evidence_keyword,evidence_level,evidence_score,label,ocr_text,ocr_brand_score,ocr_product_name_score,ocr_size_match,ocr_bpom_id,bpom_match_status,md5_hash,phash,download_status,rejection_reason,source_type,search_query,width,height,file_size,downloaded_at
e8a4c4860c47,SULWHASOO_CONCENTRATED_GINSENG_REJUVENATING_SERUM_NA26242000060,Sulwhasoo,Concentrated Ginseng Rejuvenating Serum,NA26242000060,https://cdn.shopify.com/s/files/1/0578/8532/7560/files/SULWHASOO_Concentrated_Ginseng_Rejuvenating_Serum1.jpg?v=1731907049,SafeCart_Dataset\images\genuine_reference\SULWHASOO_CONCENTRATED_GINSENG_REJUVENATING_SERUM_NA26242000060\e8a4c4860c47.jpg,https://mapetitecoree.com/en/products/sulwhasoo-concentrated-ginseng-renewing-serum?srsltid=AfmBOoo5IWBRo5pkC5QL7AF-2zv6DdSN0MLgcoY3JI8eH06AwpzqB3Yq,mapetitecoree.com,mapetitecoree.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,f5599cdcbbd5e51200d68b66de41c171,,success,duplicate_of:3b560b3983e4,genuine,Sulwhasoo Concentrated Ginseng Rejuvenating Serum official,1100.0,1619.0,110076.0,2026-08-15T14:44:17.110624+00:00
be6495e83b3e,FACERINNA_2_SALICYLIC_ACID_ACNE_SERUM_NA18250107449,FACERINNA,2% Salicylic Acid Acne Serum,NA18250107449,https://storage.skinsort.com/ueaarhwuwi57ilulmfvxlmsjpn03,SafeCart_Dataset\images\genuine_reference\FACERINNA_2_SALICYLIC_ACID_ACNE_SERUM_NA18250107449\be6495e83b3e.jpg,https://skinsort.com/products/facerinna/2-salicylic-acid-2-niacinamide-acne-serum/when-to-use,skinsort.com,skinsort.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,f7298357d61eab9f48a823068072bfee,,success,duplicate_of:2e1c0fa4c268,genuine,FACERINNA 2% Salicylic Acid Acne Serum official,500.0,500.0,18683.0,2026-08-15T14:44:28.291383+00:00
241b5ba491bb,FACERINNA_2_SALICYLIC_ACID_ACNE_SERUM_NA18250107449,FACERINNA,2% Salicylic Acid Acne Serum,NA18250107449,https://facerinna.com/cdn/shop/files/07-EN_9634c661-6427-4681-a569-f4b12c422f74.jpg?v=1777530014&width=533,SafeCart_Dataset\images\genuine_reference\FACERINNA_2_SALICYLIC_ACID_ACNE_SERUM_NA18250107449\241b5ba491bb.jpg,https://facerinna.com/collections/all,facerinna.com,facerinna.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,baf08921526efe08216be9d2602ae721,,success,duplicate_of:87bd9d128a1e,genuine,FACERINNA 2% Salicylic Acid Acne Serum official,533.0,533.0,51959.0,2026-08-15T14:44:29.447249+00:00
dbdff5a0ddbd,FACERINNA_2_SALICYLIC_ACID_ACNE_SERUM_NA18250107449,FACERINNA,2% Salicylic Acid Acne Serum,NA18250107449,https://facerinna.com/cdn/shop/files/20260506-_-Shopify-_-720x900-1.jpg?v=1778152446&width=750,SafeCart_Dataset\images\genuine_reference\FACERINNA_2_SALICYLIC_ACID_ACNE_SERUM_NA18250107449\dbdff5a0ddbd.jpg,https://facerinna.com/,facerinna.com,facerinna.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,328def01867de8e2b2f63326e1f07376,,success,duplicate_of:cd5638cc078c,genuine,FACERINNA 2% Salicylic Acid Acne Serum official website,720.0,900.0,102856.0,2026-08-15T14:44:44.396060+00:00
cdd45977b4a5,DEAR_KLAIRS_FRESHLY_JUICED_VITAMIN_ESSENCE_TONER_NA26251200677,Dear Klairs,Freshly Juiced Vitamin Essence Toner,NA26251200677,https://dermapproved.com/images/products/klairs-freshly-juiced-vitamin-essence-toner.webp,SafeCart_Dataset\images\genuine_reference\DEAR_KLAIRS_FRESHLY_JUICED_VITAMIN_ESSENCE_TONER_NA26251200677\cdd45977b4a5.jpg,https://dermapproved.com/products/klairs-freshly-juiced-vitamin-essence-toner/,dermapproved.com,dermapproved.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,a1c673a3e7c0bea28aac33521e6f6cea,e666999999999964,success,near_duplicate_of:8473a961d20a,genuine,Dear Klairs Freshly Juiced Vitamin Essence Toner official,600.0,700.0,38144.0,2026-08-15T14:28:13.137746+00:00
fbd34e63ea34,DEAR_KLAIRS_FRESHLY_JUICED_VITAMIN_ESSENCE_TONER_NA26251200677,Dear Klairs,Freshly Juiced Vitamin Essence Toner,NA26251200677,https://d1flfk77wl2xk4.cloudfront.net/Assets/52/956/l_p0216895652.jpg,SafeCart_Dataset\images\genuine_reference\DEAR_KLAIRS_FRESHLY_JUICED_VITAMIN_ESSENCE_TONER_NA26251200677\fbd34e63ea34.jpg,https://www.yesstyle.com/en/dear-klairs-freshly-juiced-vitamin-essence-toner-180ml/info.html/pid.1133578692,www.yesstyle.com,yesstyle.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,3c3a0a927c248a8bc674c35eba5f6068,e62699cc9999996c,success,near_duplicate_of:8473a961d20a,genuine,Dear Klairs Freshly Juiced Vitamin Essence Toner official,320.0,320.0,7621.0,2026-08-15T14:28:14.400559+00:00
9db47893ff64,COSRX_CENTELLA_WATER_ALCOHOL_FREE_TONER_NA26221200805,COSRX,Centella Water Alcohol Free Toner,NA26221200805,https://m.media-amazon.com/images/I/61DEehet2FL.jpg,SafeCart_Dataset\images\genuine_reference\COSRX_CENTELLA_WATER_ALCOHOL_FREE_TONER_NA26221200805\9db47893ff64.jpg,https://www.amazon.com/COSRX-Centella-Water-Alcohol-Free-Toner/dp/B00V4JQ7RG,www.amazon.com,amazon.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,7c5ba0274fbaa3e5239860750da6398b,b333cecc9988cccc,success,near_duplicate_of:c8bb01342578,genuine,COSRX Centella Water Alcohol Free Toner official,2560.0,2560.0,189127.0,2026-08-15T14:29:15.960640+00:00
86cbd49f203d,COSRX_CENTELLA_WATER_ALCOHOL_FREE_TONER_NA26221200805,COSRX,Centella Water Alcohol Free Toner,NA26221200805,http://www.dodoskin.com/cdn/shop/files/624fc6dc641b0f79eac2b20db97668c0_8eb44688-1a1f-4754-9ec8-6bcacf8cdbb9.jpg?v=1692835103,SafeCart_Dataset\images\genuine_reference\COSRX_CENTELLA_WATER_ALCOHOL_FREE_TONER_NA26221200805\86cbd49f203d.jpg,https://www.dodoskin.com/products/cosrx-centella-water-alcohol-free-toner-150ml?srsltid=AfmBOoo6X6yqjKyRvbgfbEeecKd-T24kRmt8AECObI-MrfQfdMmeYjQX,www.dodoskin.com,dodoskin.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,32f92eeacf6c5d1d6e314e938822f4a8,b333cccc9999cc4c,success,near_duplicate_of:c8bb01342578,genuine,COSRX Centella Water Alcohol Free Toner official,500.0,500.0,15084.0,2026-08-15T14:29:16.466403+00:00
ae14d8ad485f,GLAD2GLOW_PERFECT_VITA_C_BRIGHT_GLOW_TONER_NA11251200672,Glad2Glow,Perfect Vita C Bright Glow Toner,NA11251200672,https://down-my.img.susercontent.com/file/my-11134207-820l9-mhrkd78j0c1x93,SafeCart_Dataset\images\genuine_reference\GLAD2GLOW_PERFECT_VITA_C_BRIGHT_GLOW_TONER_NA11251200672\ae14d8ad485f.jpg,https://shopee.com.my/Glad2Glow-Perfect-Vita-C-BRIGHT-GLOW-TONER-Brightens-and-Even-Out-Skin-tone-Brightening-Hydrating-skin-80ml-i.822280677.29535594997,shopee.com.my,shopee.com.my,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,181347c93083f606b65d2e3981338435,ab91633d88ff6290,success,near_duplicate_of:a87f76d45610,genuine,Glad2Glow Perfect Vita C Bright Glow Toner official website,1024.0,1024.0,202779.0,2026-08-15T14:29:51.265959+00:00
3d946598db1c,HAYEJIN_BLESSING_OF_SPROUT_RADIANCE_TONER_NA26221200313,Hayejin,Blessing Of Sprout Radiance Toner,NA26221200313,https://i.ebayimg.com/images/g/hGMAAOSwr~9cRrye/s-l400.jpg,SafeCart_Dataset\images\genuine_reference\HAYEJIN_BLESSING_OF_SPROUT_RADIANCE_TONER_NA26221200313\3d946598db1c.jpg,https://www.ebay.com/itm/233104715911,www.ebay.com,ebay.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,019bc1b073bb8397aa9dc5294562b172,b3338ccccccccc33,success,near_duplicate_of:a5307cc05d89,genuine,Hayejin Blessing Of Sprout Radiance Toner official,400.0,400.0,6604.0,2026-08-15T14:31:43.924018+00:00
72d22df94f0e,HALE_OVERNIGHT_GLOW_EXFOLIATING_MOUSSE_SOLUTION_NA18240113812,Hale,Overnight Glow Exfoliating Mousse Solution,NA18240113812,https://storage.skinsort.com/fg02ncg00fpvlpxdzkes52gcqymj,SafeCart_Dataset\images\genuine_reference\HALE_OVERNIGHT_GLOW_EXFOLIATING_MOUSSE_SOLUTION_NA18240113812\72d22df94f0e.jpg,https://skinsort.com/products/hale,skinsort.com,skinsort.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,d0a9e674c059cad2b7cf160578d8b0d0,b398ce63cc669964,success,near_duplicate_of:567b37fd5f6a,genuine,Hale Overnight Glow Exfoliating Mousse Solution official website,600.0,600.0,24574.0,2026-08-15T14:33:31.665265+00:00
18dcbb44697e,DEAR_KLAIRS_FRESHLY_JUICED_VITAMIN_MASK_CLEANSER_NA26251200595,Dear Klairs,Freshly Juiced Vitamin Mask Cleanser,NA26251200595,https://m.media-amazon.com/images/I/71NJsssgFML.jpg,SafeCart_Dataset\images\genuine_reference\DEAR_KLAIRS_FRESHLY_JUICED_VITAMIN_MASK_CLEANSER_NA26251200595\18dcbb44697e.jpg,https://www.amazon.com/DearKlairs-Cleanser-Glutathione-Tangerine-Niacinamide/dp/B0F2M7YWR1,www.amazon.com,amazon.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,c221eaf72a5afea004d862803be05e6a,ee9cd14a0f271c96,success,near_duplicate_of:a3afa966f275,genuine,Dear Klairs Freshly Juiced Vitamin Mask Cleanser official,2000.0,2000.0,253311.0,2026-08-15T14:34:58.119595+00:00
cd045ea82f3f,COSRX_SALICYLIC_ACID_DAILY_GENTLE_CLEANSER_NA26181202688,COSRX,Salicylic Acid Daily Gentle Cleanser,NA26181202688,http://koreanskincare.com/cdn/shop/files/019000000001.jpg?v=1701339716,SafeCart_Dataset\images\genuine_reference\COSRX_SALICYLIC_ACID_DAILY_GENTLE_CLEANSER_NA26181202688\cd045ea82f3f.jpg,https://koreanskincare.com/products/cosrx-salicylic-acid-daily-gentle-cleanser?srsltid=AfmBOor9M4jXaff87MWZWz6Xm2GN7wNHF-pAdINNYZF9lKFaJLD0x2rD,koreanskincare.com,koreanskincare.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,9da5602c4f03713805bb822813cdf5d9,e699399966899966,success,near_duplicate_of:caf65b03b08c,genuine,COSRX Salicylic Acid Daily Gentle Cleanser official,800.0,800.0,35884.0,2026-08-15T14:37:10.228673+00:00
c8df968be415,ANUA_HYALURONIC_ACID_GENTLE_FOAMING_CLEANSER_NA26241200857,Anua,Hyaluronic Acid Gentle Foaming Cleanser,NA26241200857,https://anua.com/cdn/shop/files/anua-us-cleanser-8-hyaluronic-acid-hydrating-gentle-foaming-cleanser-1239193743.jpg?v=1779181691&width=1920,SafeCart_Dataset\images\genuine_reference\ANUA_HYALURONIC_ACID_GENTLE_FOAMING_CLEANSER_NA26241200857\c8df968be415.jpg,https://anua.com/products/8-hyaluronic-acid-hydrating-gentle-foaming-cleanser?srsltid=AfmBOoqPD7EcoOZeZ-WLkbfisXHjvfCIURLXBqZhl1ZWa35wna6bWFk4,anua.com,anua.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,a8ea0c51be049605cea0195dd1e178ef,e699993633668933,success,near_duplicate_of:18f812ffbe3b,genuine,Anua Hyaluronic Acid Gentle Foaming Cleanser official,1920.0,1920.0,120861.0,2026-08-15T14:37:33.482205+00:00
3e07c97c29db,ANUA_HYALURONIC_ACID_GENTLE_FOAMING_CLEANSER_NA26241200857,Anua,Hyaluronic Acid Gentle Foaming Cleanser,NA26241200857,https://anua.com/cdn/shop/files/anua-us-cleanser-8-hyaluronic-acid-hydrating-gentle-foaming-cleanser-1239193743.jpg?crop=center&height=1200&v=1779181691&width=1200,SafeCart_Dataset\images\genuine_reference\ANUA_HYALURONIC_ACID_GENTLE_FOAMING_CLEANSER_NA26241200857\3e07c97c29db.jpg,https://anua.com/products/8-hyaluronic-acid-hydrating-gentle-foaming-cleanser?srsltid=AfmBOoqhNGnVTEBdKp5x1u6g7kCPy7ADBIijRo1GDQdr7vSmMuYBHoSO,anua.com,anua.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,d3b8678e02b9d697e88965f6d6221144,e699993633668933,success,near_duplicate_of:18f812ffbe3b,genuine,Anua Hyaluronic Acid Gentle Foaming Cleanser official,1200.0,1200.0,56251.0,2026-08-15T14:37:35.287517+00:00
df9acb3a6a39,ARIUL_SMOOTH_PURE_DEEP_CLEAN_CLEANSING_FOAM_NA26231200642,Ariul,Smooth & Pure Deep Clean Cleansing Foam,NA26231200642,https://static.sweetcare.com/img/prd/max/v-639004430738572171/ariul-026820u0_01.jpg,SafeCart_Dataset\images\genuine_reference\ARIUL_SMOOTH_PURE_DEEP_CLEAN_CLEANSING_FOAM_NA26231200642\df9acb3a6a39.jpg,https://www.sweetcare.com/us/ariul-stress-relieving-cleansing-smooth-pure-deep-clean-face-cleansing-foam-p-026820u0?st=01&country=nc,www.sweetcare.com,sweetcare.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,e95c0476c2a0e2389bf7ca684d5717f4,e665993366329999,success,near_duplicate_of:e94a7a91b42c,genuine,Ariul Smooth & Pure Deep Clean Cleansing Foam official,1000.0,1000.0,84391.0,2026-08-15T14:38:20.820647+00:00
356b33f45937,ARIUL_SMOOTH_PURE_DEEP_CLEAN_CLEANSING_FOAM_NA26231200642,Ariul,Smooth & Pure Deep Clean Cleansing Foam,NA26231200642,https://cafe24img.poxo.com/jolsejolse/web/product/big/202404/823c4f09a543bf7b1ed485f60a162c4d.jpg,SafeCart_Dataset\images\genuine_reference\ARIUL_SMOOTH_PURE_DEEP_CLEAN_CLEANSING_FOAM_NA26231200642\356b33f45937.jpg,https://jolse.com/product/ariul-smooth-pure-deep-clean-cleansing-foam-80ml/73332/?srsltid=AfmBOopO12fYCdi7ePFjhvLBIHjsroaqeFkx4nAN4PDUPLMPolThSdc1,jolse.com,jolse.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,15019d83ec2c9398202d4ece4ea07ee9,e666999b988c99cc,success,near_duplicate_of:60961e5f5f5e,genuine,Ariul Smooth & Pure Deep Clean Cleansing Foam official,500.0,500.0,25317.0,2026-08-15T14:38:21.144550+00:00
9f6d4439acc8,GLAD2GLOW_PERFECT_VITA_C_BRIGHT_GLOW_SERUM_NA11251900043,Glad2Glow,Perfect Vita C Bright Glow Serum,NA11251900043,https://id-test-11.slatic.net/p/12c592a55077e93d62fd050d6942e95c.jpg,SafeCart_Dataset\images\genuine_reference\GLAD2GLOW_PERFECT_VITA_C_BRIGHT_GLOW_SERUM_NA11251900043\9f6d4439acc8.jpg,https://www.lazada.co.id/products/glad2glow-perfect-vita-c-bright-glow-serum-17ml-i8655424544.html,www.lazada.co.id,lazada.co.id,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,12c592a55077e93d62fd050d6942e95c,e6ac5ba109d22cd7,success,near_duplicate_of:c97d17acaa7b,genuine,Glad2Glow Perfect Vita C Bright Glow Serum official website,800.0,800.0,71407.0,2026-08-15T14:42:41.799512+00:00
003140f5a7a3,GLAD2GLOW_PERFECT_VITA_C_BRIGHT_GLOW_SERUM_NA11251900043,Glad2Glow,Perfect Vita C Bright Glow Serum,NA11251900043,https://down-my.img.susercontent.com/file/my-11134207-820l9-mhrkk2yu5xqee6,SafeCart_Dataset\images\genuine_reference\GLAD2GLOW_PERFECT_VITA_C_BRIGHT_GLOW_SERUM_NA11251900043\003140f5a7a3.jpg,https://shopee.com.my/Glad2Glow-Perfect-Vita-C-BRIGHT-GLOW-SERUM-Brightens-Complexion-Boosts-Radiance-skincare-17ml-i.822280677.47502464845,shopee.com.my,shopee.com.my,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,55fc80ee13cdf42e90a7ebdb38c4ac31,ecc792386539b631,success,near_duplicate_of:443127560b73,genuine,Glad2Glow Perfect Vita C Bright Glow Serum official website,1024.0,1024.0,114280.0,2026-08-15T14:42:42.417817+00:00
907153ff51ba,WARDAH_LIFT_REGENERATING_SERUM_NA18242000770,Wardah,Lift Regenerating Serum,NA18242000770,https://i.ebayimg.com/images/g/0C8AAeSww8lpcD01/s-l1200.jpg,SafeCart_Dataset\images\genuine_reference\WARDAH_LIFT_REGENERATING_SERUM_NA18242000770\907153ff51ba.jpg,https://www.ebay.com/itm/406012276680,www.ebay.com,ebay.com,,,,,,,,,,,genuine_reference,,0.0,0.0,False,,not_visible,e8c89485e5777e133727757d7fc4ec1e,d0bc27c2fcc1037e,success,near_duplicate_of:6887faf0ba56,genuine,Wardah Lift Regenerating Serum official website,1200.0,1200.0,147352.0,2026-08-15T14:44:02.533376+00:00
